ID;Team;Dataset #;Toolbox used;Quality/Pruning: Method;Motion Artifact Method;Resample/Downsample (Hz);Filtering;Removal of the Global Signals during Preprocessing;Non-GLM: Method;GLM: Method;GLM: HRF Regressor;GLM: Other Regressors;Stat Analysis: Software;Stat Analysis: Method;Stat Analysis: On Signal Type;Stat Analysis: Signal Space;Stat Analysis: Metric;Test for Normality;Stat Analysis: Threshold (p< X);Multiple Comparisons Correction
26;OwenLab;1;Matlab;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;HOMER3;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;HOMER3;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;HOMER3;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;HOMER3;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;HOMER2;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;HOMER2;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;HOMER2;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;HOMER2;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;AtlasViewer;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;AtlasViewer;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;AtlasViewer;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;AtlasViewer;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;2;AtlasViewer;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;AtlasViewer;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;AtlasViewer;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;AtlasViewer;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;Matlab;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;Matlab;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;Matlab;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;Matlab;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;HOMER2;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;HOMER2;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;HOMER2;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;HOMER2;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;HOMER3;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;HOMER3;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;HOMER3;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;2;HOMER3;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels,Other;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
27;photon;1;Python;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;RStudio;Linear Mixed Effects;HbO and HbR;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;1;MNE;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;RStudio;Linear Mixed Effects;HbO and HbR;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;1;Nilearn;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;RStudio;Linear Mixed Effects;HbO and HbR;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;1;Other;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;RStudio;Linear Mixed Effects;HbO and HbR;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;Python;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;RStudio;Paired t-Test;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;Python;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;RStudio;Other;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;Python;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;Python;Paired t-Test;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;Python;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;Python;Other;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;MNE;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;RStudio;Paired t-Test;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;MNE;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;RStudio;Other;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;MNE;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;Python;Paired t-Test;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;MNE;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;Python;Other;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;Nilearn;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;RStudio;Paired t-Test;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;Nilearn;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;RStudio;Other;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;Nilearn;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;Python;Paired t-Test;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;Nilearn;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;Python;Other;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;Other;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;RStudio;Paired t-Test;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;Other;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;RStudio;Other;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;Other;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;Python;Paired t-Test;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
27;photon;2;Other;Other;TDDR;Unknown;BandPass;No;GLM;Other;Glover;Short Channels;Python;Other;HbO and HbR,Other;ROI;beta values provided by GLM;Unknown;0.05;Unknown
28;Plainnirs;1;NIRSLab;SNR Threshold;CBSI;Unknown;BandPass;Other;Block Averaging;Unknown;Unknown;Unknown;Unknown;Bootstrap Estimation;HbO only;Channel;signal amplitude (windowed);Unknown;0.05;Unknown
28;Plainnirs;1;NIRSLab;SNR Threshold;Spline SG;Unknown;BandPass;Other;Block Averaging;Unknown;Unknown;Unknown;Unknown;Bootstrap Estimation;HbO only;Channel;signal amplitude (windowed);Unknown;0.05;Unknown
28;Plainnirs;1;NIRS-SPM;SNR Threshold;CBSI;Unknown;BandPass;Other;Block Averaging;Unknown;Unknown;Unknown;Unknown;Bootstrap Estimation;HbO only;Channel;signal amplitude (windowed);Unknown;0.05;Unknown
28;Plainnirs;1;NIRS-SPM;SNR Threshold;Spline SG;Unknown;BandPass;Other;Block Averaging;Unknown;Unknown;Unknown;Unknown;Bootstrap Estimation;HbO only;Channel;signal amplitude (windowed);Unknown;0.05;Unknown
28;Plainnirs;1;HOMER3;SNR Threshold;CBSI;Unknown;BandPass;Other;Block Averaging;Unknown;Unknown;Unknown;Unknown;Bootstrap Estimation;HbO only;Channel;signal amplitude (windowed);Unknown;0.05;Unknown
28;Plainnirs;1;HOMER3;SNR Threshold;Spline SG;Unknown;BandPass;Other;Block Averaging;Unknown;Unknown;Unknown;Unknown;Bootstrap Estimation;HbO only;Channel;signal amplitude (windowed);Unknown;0.05;Unknown
28;Plainnirs;2;NIRSLab;SNR Threshold;CBSI;Unknown;BandPass;Other;Block Averaging;Unknown;Unknown;Unknown;Unknown;Bootstrap Estimation;HbO only;Channel;signal amplitude (windowed);Unknown;0.05;Unknown
28;Plainnirs;2;NIRSLab;SNR Threshold;Spline SG;Unknown;BandPass;Other;Block Averaging;Unknown;Unknown;Unknown;Unknown;Bootstrap Estimation;HbO only;Channel;signal amplitude (windowed);Unknown;0.05;Unknown
28;Plainnirs;2;NIRS-SPM;SNR Threshold;CBSI;Unknown;BandPass;Other;Block Averaging;Unknown;Unknown;Unknown;Unknown;Bootstrap Estimation;HbO only;Channel;signal amplitude (windowed);Unknown;0.05;Unknown
28;Plainnirs;2;NIRS-SPM;SNR Threshold;Spline SG;Unknown;BandPass;Other;Block Averaging;Unknown;Unknown;Unknown;Unknown;Bootstrap Estimation;HbO only;Channel;signal amplitude (windowed);Unknown;0.05;Unknown
28;Plainnirs;2;HOMER3;SNR Threshold;CBSI;Unknown;BandPass;Other;Block Averaging;Unknown;Unknown;Unknown;Unknown;Bootstrap Estimation;HbO only;Channel;signal amplitude (windowed);Unknown;0.05;Unknown
28;Plainnirs;2;HOMER3;SNR Threshold;Spline SG;Unknown;BandPass;Other;Block Averaging;Unknown;Unknown;Unknown;Unknown;Bootstrap Estimation;HbO only;Channel;signal amplitude (windowed);Unknown;0.05;Unknown
29;Reviewer 2;1;AnalyzIR;PSP (Cardiac Power Spectrum Peak);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;1;AnalyzIR;SCI (Scalp-Coupling Index);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;1;AtlasViewer;PSP (Cardiac Power Spectrum Peak);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;1;AtlasViewer;SCI (Scalp-Coupling Index);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;1;Matlab;PSP (Cardiac Power Spectrum Peak);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;1;Matlab;SCI (Scalp-Coupling Index);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;1;QT NIRS;PSP (Cardiac Power Spectrum Peak);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;1;QT NIRS;SCI (Scalp-Coupling Index);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;2;AnalyzIR;SCI (Scalp-Coupling Index);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;2;AnalyzIR;PSP (Cardiac Power Spectrum Peak);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;2;Matlab;SCI (Scalp-Coupling Index);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;2;Matlab;PSP (Cardiac Power Spectrum Peak);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;2;QT NIRS;SCI (Scalp-Coupling Index);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;2;QT NIRS;PSP (Cardiac Power Spectrum Peak);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;2;AtlasViewer;SCI (Scalp-Coupling Index);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
29;Reviewer 2;2;AtlasViewer;PSP (Cardiac Power Spectrum Peak);TDDR;5;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);FIR;Unknown;Matlab;Wilcoxon signed-rank test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;FDR
30;robusta;1;MNE;SCI (Scalp-Coupling Index);TDDR;Unknown;BandPass;No;GLM;Default;Glover;Cosine drift,PCA of the Short Channels;Python;Permutation Test;HbO only;ROI;beta values provided by GLM;Unknown;0.05;Unknown
30;robusta;2;MNE;SCI (Scalp-Coupling Index);TDDR;Unknown;BandPass;No;GLM;Default;Glover;Cosine drift,PCA of the Short Channels;Python;Multiple Comparisons Correction;HbO only;ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
30;robusta;2;MNE;SCI (Scalp-Coupling Index);TDDR;Unknown;BandPass;No;GLM;Default;Glover;Cosine drift,PCA of the Short Channels;Python;Other;HbO only;ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
31;Shader Lab;1;MNE;SCI (Scalp-Coupling Index);Unknown;0,3;Unknown;No;GLM;Default;SPM;Cosine drift,Short Channels;RStudio;Linear Mixed Effects;HbO only;ROI;beta values provided by GLM;Unknown;0.05;Unknown
31;Shader Lab;2;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
32;TAU Center for Cognitive Development;1;Satori;Manual Selection;Rejection;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Paired t-Test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Manual Selection;Rejection;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;One-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Manual Selection;Rejection;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Two-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Manual Selection;Monotonic Interpolation;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Paired t-Test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Manual Selection;Monotonic Interpolation;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;One-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Manual Selection;Monotonic Interpolation;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Two-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Manual Selection;TDDR;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Paired t-Test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Manual Selection;TDDR;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;One-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Manual Selection;TDDR;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Two-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Other;Rejection;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Paired t-Test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Other;Rejection;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;One-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Other;Rejection;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Two-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Other;Monotonic Interpolation;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Paired t-Test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Other;Monotonic Interpolation;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;One-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Other;Monotonic Interpolation;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Two-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Other;TDDR;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Paired t-Test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Other;TDDR;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;One-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;1;Satori;Other;TDDR;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Two-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;2;Satori;Manual Selection;Monotonic Interpolation;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;One-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;2;Satori;Manual Selection;Monotonic Interpolation;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Two-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;2;Satori;Manual Selection;Rejection;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;One-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;2;Satori;Manual Selection;Rejection;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Two-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
